price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,zipcode,lat,long,sqft_living15,sqft_lot15,sale_year,sale_month,house_age,is_renovated,log_price
310000,2,1.0,700,3000,1.0,0,0,4,6,700,0,98103,47.6846,-122.346,1560,4500,2014,7,96,0,12.644330802262578
295500,3,1.75,1590,41550,1.5,0,0,3,6,1290,300,98168,47.4817,-122.28,2990,6464,2014,9,81,1,12.596427499917318
790000,3,2.25,2370,10289,1.0,0,0,4,9,1590,780,98005,47.592,-122.166,2500,10004,2014,7,37,0,13.579789490265188
245000,3,1.5,1330,7125,2.0,0,0,3,7,1330,0,98034,47.7308,-122.194,1570,7350,2015,2,47,0,12.409017571151187
535000,3,2.75,2490,3600,2.0,0,0,3,8,2290,200,98122,47.6098,-122.292,1880,3600,2015,2,109,0,13.190023895035274
381000,4,2.5,2130,6003,2.0,0,0,3,8,2130,0,98058,47.4518,-122.12,1940,4529,2014,10,11,0,12.850557278777309
464050,2,1.0,780,2750,1.0,0,0,4,7,780,0,98116,47.5842,-122.388,1320,4440,2014,10,86,0,13.047749738961418
551000,3,1.0,1580,6000,1.0,0,0,5,7,1580,0,98027,47.5286,-122.032,1580,6000,2015,3,68,0,13.219491903015438
439000,3,2.25,3020,6000,3.0,0,2,3,8,1980,1040,98108,47.5249,-122.319,1150,6000,2015,3,21,0,12.992256969959042
896000,4,1.75,2660,3520,2.0,0,0,4,8,2080,580,98115,47.6743,-122.308,2100,4080,2014,10,97,0,13.705696808027874
635000,5,1.75,2240,4750,1.0,0,0,4,7,1120,1120,98115,47.6727,-122.293,1980,4750,2015,3,95,0,13.361381852676738
339000,5,2.5,1720,10202,1.5,0,0,3,7,1720,0,98058,47.4572,-122.167,1720,8478,2015,2,45,0,12.733758336210744
511200,4,1.75,1480,7875,1.0,0,0,3,7,740,740,98199,47.643,-122.397,1680,5851,2014,10,87,0,13.144518138225083
240000,3,1.75,1780,5000,1.5,0,0,3,6,1080,700,98146,47.5105,-122.36,1500,5000,2015,4,58,0,12.388398368982115
165000,3,1.0,1200,13100,1.0,0,0,3,6,1200,0,98168,47.475,-122.258,1960,11285,2014,6,71,0,12.013706813470414
459800,3,2.0,1690,16061,1.0,0,0,3,7,1690,0,98074,47.6359,-122.035,1280,12436,2014,11,30,0,13.038549066167487
299000,3,1.0,1390,9624,1.5,0,0,4,7,1390,0,98155,47.7758,-122.301,1440,9624,2014,5,60,0,12.608202196848836
642000,4,2.5,2560,8780,2.0,0,0,3,9,2560,0,98029,47.5717,-121.991,2780,8357,2014,5,22,0,13.372345140303285
262000,3,1.75,1320,6530,1.0,0,0,4,7,1320,0,98023,47.2871,-122.354,1620,6817,2014,12,25,0,12.476103599529843
475000,5,2.5,2300,28480,2.0,0,0,3,6,2300,0,98053,47.6403,-121.964,1880,26720,2014,9,20,0,13.07107218827772
593500,5,3.25,4300,50405,2.0,0,0,3,8,3220,1080,98027,47.4615,-122.0,2680,41684,2015,2,43,0,13.293794177950407
160000,2,2.5,1660,2258,2.0,0,0,3,7,1660,0,98042,47.3793,-122.146,1740,2390,2014,9,33,0,11.982935344196433
408000,3,1.75,1600,313672,1.0,0,0,4,7,1600,0,98058,47.4129,-122.08,1780,90860,2015,1,55,0,12.919024904363686
256000,3,1.0,1290,4720,1.0,0,0,3,6,790,500,98106,47.5186,-122.358,1110,4720,2015,2,67,0,12.45293662970407
350000,3,2.5,1970,3655,2.0,0,0,3,7,1970,0,98019,47.7453,-121.984,1970,2952,2015,4,12,0,12.765691290604371
230000,3,1.75,1720,9125,1.0,0,0,4,7,1140,580,98092,47.3173,-122.181,1120,7506,2015,3,34,0,12.345838935721968
605000,5,2.25,3220,9603,2.0,0,0,3,8,3220,0,98052,47.6474,-122.11,2260,10093,2014,11,42,0,13.312985389904174
325000,4,1.0,1530,5684,1.0,0,0,3,7,1130,400,98108,47.5507,-122.298,1540,6095,2014,9,57,0,12.691583538230217
704000,4,2.25,2490,6973,1.0,0,0,4,8,1490,1000,98199,47.6516,-122.409,1780,5612,2014,10,61,0,13.464535055593716
523000,3,1.75,3000,5413,2.0,0,0,4,8,1900,1100,98115,47.6962,-122.312,1550,5413,2014,12,51,0,13.167338655091122
370000,6,2.75,3240,5750,1.0,0,0,4,6,2160,1080,98002,47.3054,-122.221,1230,5750,2015,5,65,0,12.821260987319457
1452000,2,3.25,2070,3128,2.0,1,3,3,9,1760,310,98075,47.5686,-122.06,2740,3568,2015,3,27,0,14.188453163071875
525000,3,2.0,1790,11430,1.0,0,0,3,7,1190,600,98074,47.6319,-122.035,1700,12114,2015,3,30,0,13.171155446333852
460000,5,2.0,1910,12264,1.0,0,0,4,7,1010,900,98007,47.601,-122.134,1700,9179,2014,7,51,0,13.038983942375959
475000,3,1.75,1320,7840,1.0,0,0,3,8,1320,0,98007,47.6024,-122.143,2050,7644,2015,4,49,0,13.07107218827772
368000,4,2.0,3160,11193,1.0,0,0,5,6,2410,750,98056,47.4937,-122.184,1020,5940,2015,3,73,0,12.81584093453868
497000,3,1.5,2240,28750,1.0,0,0,3,8,1620,620,98034,47.7137,-122.254,3200,23873,2014,7,58,0,13.116347317149176
485000,3,2.5,1580,6065,2.0,0,0,3,8,1580,0,98029,47.5692,-122.021,1770,6700,2014,6,29,0,13.091906231773164
438000,2,1.0,980,1179,2.0,0,0,3,8,980,0,98119,47.6381,-122.375,1190,1600,2014,5,4,0,12.989976472461
380000,2,2.0,1120,780,2.0,0,0,3,8,760,360,98116,47.5788,-122.41,1120,1322,2014,11,10,0,12.847929163278053
760000,4,2.5,2760,6000,2.0,0,0,5,7,2230,530,98115,47.6877,-122.295,1600,6000,2014,6,72,0,13.541075028051122
190000,3,1.5,760,40039,1.0,0,0,3,6,760,0,98065,47.5295,-121.829,980,6000,2014,12,108,0,12.154784614286667
317000,3,1.0,1270,8925,1.0,0,0,5,7,1270,0,98056,47.5124,-122.165,1270,8996,2015,3,60,0,12.666660207428574
678940,5,2.25,2610,4080,2.0,0,0,5,7,1750,860,98115,47.6757,-122.309,2160,4080,2014,12,105,0,13.428289510276509
310000,4,1.75,1880,12150,1.0,0,0,3,7,1280,600,98023,47.3272,-122.363,1980,9680,2014,8,38,0,12.644330802262578
491150,3,2.5,1470,3971,2.0,0,0,3,7,1470,0,98053,47.6816,-122.035,1650,3148,2015,3,12,0,13.104506895138814
734200,4,2.5,2760,5000,1.5,0,0,5,7,1680,1080,98107,47.6726,-122.371,1850,5000,2014,5,86,0,13.50653811207064
413450,3,2.5,1540,1614,3.0,0,0,3,8,1470,70,98103,47.6961,-122.341,1540,1418,2014,5,6,0,12.932294285819538
243400,4,1.5,1730,7464,2.0,0,0,4,7,1730,0,98032,47.3782,-122.304,1370,7860,2014,10,55,0,12.402465567990559
638000,3,3.25,1720,1587,2.5,0,2,3,9,1410,310,98122,47.6187,-122.299,1490,1620,2015,2,11,0,13.366095129723817
450000,3,1.5,1770,17208,1.0,0,0,3,8,1160,610,98006,47.5659,-122.117,2450,17118,2014,5,55,0,13.017005083966255
815000,6,3.0,2860,17853,1.0,0,0,3,8,1430,1430,98006,47.546,-122.175,1920,13452,2015,3,53,1,13.610944619216111
570000,3,1.75,2580,40392,1.0,0,0,3,9,1390,1190,98072,47.7637,-122.134,2460,46173,2014,9,28,0,13.25339339419516
1900000,5,4.5,5160,44315,2.0,0,0,3,12,5160,0,98005,47.6568,-122.154,4760,44315,2015,5,19,0,14.45736497045232
247000,3,2.25,1580,7941,2.0,0,0,4,7,1580,0,98023,47.2843,-122.357,1730,8051,2014,5,28,0,12.417147664184915
442500,3,2.5,1690,3129,2.0,0,0,3,7,1690,0,98053,47.6875,-122.043,1690,3129,2014,10,12,0,13.000198003314573
339950,3,1.0,1320,11457,1.0,0,0,3,8,1320,0,98028,47.7738,-122.261,1900,9800,2014,7,55,0,12.736556768559339
296000,3,2.5,1560,5845,2.0,0,0,3,7,1560,0,98038,47.3851,-122.029,1860,5752,2014,9,11,0,12.598118111678868
305000,3,1.5,1210,5240,1.0,0,0,4,7,610,600,98106,47.5524,-122.356,1560,5240,2014,6,31,0,12.628070334272698
250000,3,1.0,1660,7650,1.5,0,0,3,7,1350,310,98118,47.5576,-122.277,1750,5760,2014,12,104,0,12.429220196836383
875000,4,2.75,3790,10669,2.0,0,0,3,10,3790,0,98075,47.5976,-121.983,3750,11634,2014,6,15,0,13.681980308196241
575000,4,2.5,2040,5508,2.0,0,0,4,8,2040,0,98029,47.5719,-122.007,2130,5496,2014,11,18,0,13.26212705890841
675000,3,1.75,1660,9549,1.0,0,0,3,7,1660,0,98033,47.6503,-122.198,2090,9549,2015,4,59,0,13.42246945133505
565000,5,2.25,2130,4360,1.0,0,2,3,8,1240,890,98199,47.6586,-122.395,1830,5000,2014,12,55,0,13.244582780038517
600000,3,2.25,2100,8276,2.0,0,1,4,8,2100,0,98008,47.6068,-122.112,2420,18135,2014,9,35,0,13.304686600863562
252000,3,1.75,1440,16819,1.5,0,0,4,6,1440,0,98023,47.3318,-122.373,1560,12376,2015,3,90,0,12.437188334739655
385000,5,1.75,2190,8250,1.0,0,2,3,7,1190,1000,98055,47.4887,-122.223,2570,8250,2015,4,52,0,12.861001210669146
525000,4,1.75,1820,6600,1.0,0,0,5,7,1820,0,98007,47.606,-122.135,1430,8800,2014,10,54,0,13.171155446333852
635000,3,2.25,2680,175982,1.0,0,0,3,9,2680,0,98038,47.4487,-122.033,3170,215186,2014,9,10,0,13.361381852676738
170500,2,1.0,1060,7700,1.0,0,0,3,7,820,240,98055,47.4599,-122.205,1370,8833,2014,7,33,0,12.046496440791149
232500,3,1.5,1940,9887,1.0,0,0,4,7,1140,800,98003,47.3289,-122.327,1410,9936,2014,7,45,0,12.356649805075568
270000,3,2.5,1350,1189,2.0,0,0,3,7,1080,270,98106,47.5218,-122.358,1300,1182,2015,3,8,0,12.506180941677357
641250,3,2.5,2220,2550,3.0,0,2,3,10,2220,0,98117,47.6963,-122.393,2200,5610,2014,8,24,0,13.37117623492009
530000,3,2.75,3400,7200,2.0,0,2,3,9,2470,930,98056,47.4878,-122.191,1580,8676,2014,6,5,0,13.180634172318978
525300,4,1.75,2520,7770,1.0,0,0,3,8,1680,840,98177,47.7721,-122.372,2340,7770,2014,11,49,0,13.171726710614331
245000,3,1.5,1340,7391,1.0,0,0,4,7,1340,0,98198,47.3837,-122.317,1300,7391,2015,5,49,0,12.409017571151187
290000,3,2.5,1600,6848,2.0,0,0,3,7,1600,0,98001,47.3303,-122.271,1700,7210,2015,5,15,0,12.577639650232573
361280,2,1.0,820,6400,1.0,0,0,4,7,820,0,98126,47.55,-122.379,1490,6400,2014,5,70,0,12.79741132787583
345000,1,1.0,540,10125,1.0,0,0,3,5,540,0,98177,47.7739,-122.358,1840,10125,2014,10,53,0,12.75130259456002
330000,5,2.75,2390,6282,1.0,0,0,4,7,1290,1100,98118,47.5149,-122.263,1690,5202,2015,4,49,0,12.706850963741102
260000,3,2.5,1440,2500,2.0,0,0,3,7,1440,0,98146,47.511,-122.359,1440,5000,2014,9,8,0,12.468440756144114
594950,4,2.25,2380,35008,1.0,0,0,3,8,2380,0,98075,47.5834,-122.001,2250,34794,2014,8,37,0,13.2962343281954
299900,3,1.75,1470,27000,1.0,0,0,3,7,1470,0,98198,47.3943,-122.311,2230,14186,2014,8,56,0,12.611207699176356
975000,4,2.25,2240,9990,2.0,0,0,4,10,2240,0,98040,47.5516,-122.217,2600,11480,2015,3,48,0,13.790193775620484
144975,2,1.0,900,7500,1.0,0,0,3,5,900,0,98198,47.4177,-122.319,1350,7500,2015,3,75,0,11.884323490461842
439000,4,2.25,2060,10070,2.0,0,0,3,7,2060,0,98034,47.7258,-122.177,2060,8155,2014,10,39,0,12.992256969959042
495000,3,1.75,2080,3000,1.0,0,0,4,7,1040,1040,98103,47.6853,-122.35,1000,3193,2014,10,89,0,13.112315061750808
685650,3,1.75,1490,16200,1.0,0,0,5,8,1490,0,98005,47.5919,-122.175,2070,16200,2014,9,56,0,13.438124030897
856500,4,2.5,3290,8147,2.0,0,0,3,10,3290,0,98052,47.7048,-122.107,3290,7467,2014,7,11,0,13.660610764287954
300000,3,1.0,1290,12415,1.5,0,0,3,6,1290,0,98070,47.3719,-122.461,1620,12415,2015,3,107,0,12.611541086966115
560000,3,2.5,1960,12476,2.0,0,0,4,8,1960,0,98056,47.5315,-122.172,2450,12177,2014,6,25,0,13.235693848424024
387000,4,1.75,2500,7690,1.0,0,0,3,7,1250,1250,98155,47.7713,-122.307,2040,8646,2015,4,42,0,12.866182555987908
648000,5,2.25,2410,12000,2.0,0,0,4,8,2410,0,98006,47.5434,-122.175,2080,12000,2015,4,42,0,13.381647518543097
891500,3,2.5,3090,20785,2.0,0,0,4,10,3090,0,98075,47.5602,-122.03,3400,7566,2014,12,23,0,13.700661837989694
865000,3,2.5,3050,12558,2.0,0,0,3,10,3050,0,98074,47.6549,-122.089,3543,12558,2014,11,17,0,13.670485941982712
845000,4,2.75,4070,115434,2.0,0,0,3,9,4070,0,98045,47.4843,-121.752,2970,95832,2014,6,12,0,13.647093089770562
599950,3,2.5,1510,1493,3.0,0,0,3,8,1510,0,98107,47.669,-122.402,1530,1357,2015,2,1,0,13.304603264196713
1216000,4,2.5,3190,8684,1.0,0,3,5,9,1680,1510,98006,47.5619,-122.162,3160,8684,2014,5,47,0,14.011078163876332
255000,3,2.5,1720,6194,2.0,0,0,3,8,1720,0,98092,47.2624,-122.221,1720,6211,2014,6,16,0,12.449022745701502
495800,4,1.5,1710,4600,1.5,0,0,3,7,1710,0,98115,47.6847,-122.318,1740,4455,2014,12,90,0,13.113929915523508
293000,3,1.75,1420,13187,1.0,0,0,4,7,1420,0,98059,47.4608,-122.065,1620,13824,2014,7,40,0,12.587931300962664
299000,2,1.75,1250,34395,1.0,0,0,4,7,1250,0,98003,47.2802,-122.316,1910,26042,2014,5,64,0,12.608202196848836
550000,3,2.5,2080,7749,2.0,0,0,3,8,2080,0,98029,47.5723,-122.021,2210,7471,2014,9,26,0,13.217675375388819
450000,2,1.0,1180,10720,1.0,0,0,4,7,1180,0,98007,47.5893,-122.135,1420,10750,2014,8,59,0,13.017005083966255
302200,4,1.5,1730,10396,1.0,0,0,3,7,1730,0,98058,47.4497,-122.168,1510,10396,2015,3,51,0,12.618847637882144
308000,3,2.5,2320,7140,2.0,0,0,3,8,2320,0,98003,47.275,-122.295,2360,7955,2015,4,25,0,12.637858308703688
370000,4,2.0,2020,8100,1.5,0,0,4,7,1160,860,98125,47.7307,-122.297,1840,8680,2015,2,69,0,12.821260987319457
334000,2,1.0,890,6000,1.0,0,0,3,6,890,0,98118,47.5437,-122.281,1090,5900,2015,5,74,0,12.718899265966332
384435,3,2.5,2029,3906,2.0,0,0,3,9,2029,0,98003,47.341,-122.18,2029,3920,2014,7,0,0,12.859532604138527
329900,3,2.5,2242,4995,2.0,0,0,3,8,2242,0,98092,47.2595,-122.202,1798,4942,2014,6,3,0,12.706547888433661
1610000,4,3.5,4390,11600,2.0,0,3,3,11,3060,1330,98040,47.5862,-122.246,3240,12000,2014,5,24,0,14.291745358078465
2288000,4,2.5,4080,18362,2.0,0,2,4,11,4080,0,98004,47.6344,-122.214,4080,19991,2014,7,31,0,14.643189068544666
409000,3,2.5,1890,6500,2.0,0,0,3,7,1890,0,98074,47.6225,-122.058,2340,7500,2014,8,2,0,12.921472880009725
300000,4,2.5,2400,7215,2.0,0,0,3,8,2400,0,98023,47.2944,-122.371,2220,7760,2014,12,22,0,12.611541086966115
620000,4,2.5,2130,9139,2.0,0,0,3,9,2130,0,98029,47.5648,-122.01,2150,8178,2015,3,27,0,13.3374763699232
772500,4,1.0,1720,4410,1.5,0,2,3,7,1720,0,98117,47.6791,-122.402,2140,4500,2015,3,87,0,13.557388582251582
370000,3,1.75,1570,16817,2.0,0,0,3,7,1570,0,98045,47.4716,-121.756,1600,16817,2014,7,32,0,12.821260987319457
998160,2,2.5,3010,16050,1.0,0,3,4,9,1260,1750,98006,47.5643,-122.16,3010,11612,2015,3,39,0,13.813669864927792
759990,4,2.5,2540,5760,2.0,0,0,3,9,2540,0,98029,47.5405,-121.993,2580,3600,2014,10,5,0,13.541061870087132
349500,3,2.0,1270,3600,1.0,0,0,3,7,1270,0,98122,47.6099,-122.297,1660,3600,2014,7,51,0,12.764261701882237
565000,4,2.5,2520,13156,1.0,0,0,3,8,1520,1000,98052,47.6558,-122.135,2050,10940,2014,11,35,0,13.244582780038517
430000,3,2.0,1910,5040,1.5,0,0,3,8,1910,0,98074,47.6312,-122.061,1980,4275,2014,6,43,0,12.971542813248437
346300,4,2.5,2590,11018,2.0,0,0,3,8,2590,0,98092,47.2634,-122.211,2400,8042,2015,4,17,0,12.755063618055994
595000,3,2.0,1530,6773,1.0,0,0,4,8,1530,0,98033,47.6653,-122.194,2240,7201,2014,8,30,0,13.296318365198623
537000,3,2.0,1550,27003,1.5,0,0,3,8,1550,0,98074,47.606,-122.056,2400,27003,2015,3,33,0,13.19375523568666
232000,2,1.0,960,8100,1.0,0,0,3,6,810,150,98168,47.494,-122.304,960,12150,2014,9,78,0,12.354496960983985
230000,6,3.0,2180,7220,2.0,0,0,3,7,2180,0,98003,47.3046,-122.305,2260,7344,2014,10,34,0,12.345838935721968
715000,3,1.5,1670,5060,2.0,0,2,5,7,1670,0,98126,47.5671,-122.379,1670,5118,2014,10,89,0,13.480039220276565
600000,4,2.5,2710,6474,2.0,0,0,3,8,2710,0,98065,47.5383,-121.878,2870,6968,2015,4,11,0,13.304686600863562
540000,4,2.5,2050,34222,2.0,0,0,4,8,2050,0,98077,47.7572,-122.022,2240,51400,2014,6,25,0,13.199326270390594
529950,2,2.5,1500,1174,2.0,0,0,3,8,1140,360,98107,47.6689,-122.363,1550,1519,2014,10,0,0,13.18053982842409
599000,7,2.5,2580,5750,1.0,0,0,4,7,1880,700,98122,47.6025,-122.294,2280,5750,2014,7,113,0,13.303018546545275
445830,3,2.5,1870,5449,2.0,0,0,3,8,1870,0,98011,47.7557,-122.22,2000,7687,2014,5,11,0,13.007695235425633
439900,5,3.5,3390,7950,2.0,0,2,3,7,3390,0,98056,47.4792,-122.181,2580,6900,2014,7,11,0,12.994304980578146
400000,4,2.5,3130,5240,2.0,0,0,3,8,3130,0,98038,47.3446,-122.042,2470,5240,2015,3,11,0,12.899222326086994
303210,4,2.5,2009,5000,2.0,0,0,3,8,2009,0,98092,47.2577,-122.198,2009,5182,2014,6,0,0,12.62218421177564
482500,3,2.25,1450,1445,2.0,0,0,3,7,980,470,98122,47.6184,-122.301,1510,1370,2014,5,9,0,13.08673827229789
325000,3,1.75,1840,17286,1.0,0,0,4,7,1440,400,98030,47.371,-122.173,1840,14541,2015,3,37,0,12.691583538230217
1051000,4,3.0,2920,33976,1.0,0,3,5,8,1460,1460,98008,47.6164,-122.104,2970,15210,2014,5,50,0,13.865253601333421
780000,3,3.5,3310,5558,2.0,0,0,3,9,3310,0,98029,47.5553,-122.003,3310,5270,2015,2,10,0,13.567050480716235
440000,3,1.75,2000,11880,2.0,0,0,3,8,2000,0,98075,47.5882,-122.052,1820,15120,2014,8,35,0,12.994532278619134
450000,3,1.75,1610,11200,1.0,0,0,3,7,1610,0,98033,47.6641,-122.176,1610,11200,2014,6,59,0,13.017005083966255
685000,4,2.5,3550,10968,2.0,0,0,3,9,3550,0,98065,47.5431,-121.886,3550,8583,2015,4,9,0,13.437175577097312
435000,3,2.5,1730,46638,2.0,0,0,3,8,1730,0,98045,47.4614,-121.709,1750,35508,2014,9,23,0,12.983103608918753
560000,3,2.0,1640,7333,1.0,0,0,4,7,1020,620,98108,47.5636,-122.316,2130,4933,2015,4,74,0,13.235693848424024
330000,4,2.5,2105,6093,2.0,0,0,3,8,2105,0,98042,47.3531,-122.147,1930,8022,2014,7,11,0,12.706850963741102
379950,3,3.25,1860,1787,3.0,0,0,3,8,1860,0,98155,47.7563,-122.316,1830,1787,2014,5,7,0,12.84779757601972
1250000,5,3.5,3510,4798,2.0,0,0,3,10,2700,810,98105,47.669,-122.282,1460,1684,2015,5,7,0,14.038654909278163
678100,3,1.75,1850,2860,1.5,0,0,5,8,1210,640,98116,47.5853,-122.39,1660,3120,2014,7,83,0,13.42705152337959
829000,3,2.75,2690,10443,1.0,0,0,3,9,2690,0,98053,47.7185,-122.024,1440,4185,2015,2,8,0,13.627976640389322
660000,6,1.75,1840,2774,1.0,0,0,3,7,1060,780,98122,47.6041,-122.31,1680,4292,2014,6,114,0,13.399996629152975
640000,3,1.75,1680,8100,1.0,0,2,3,8,1680,0,98177,47.7212,-122.364,1880,7750,2015,4,65,0,13.369225017834633
375000,4,2.0,1240,3000,1.0,0,0,3,7,1040,200,98122,47.6076,-122.298,1480,3500,2014,6,106,0,12.834683971615659
216000,3,1.0,1010,7920,1.0,0,0,3,6,1010,0,98126,47.5249,-122.37,1520,7560,2014,12,89,0,12.283038316285214
885000,4,2.25,4470,86225,2.0,0,0,3,10,4470,0,98053,47.6377,-121.985,3850,97049,2014,10,23,0,13.69334405393293
375000,3,2.25,1330,8004,2.0,0,0,3,7,1330,0,98034,47.7098,-122.217,1300,7971,2014,12,29,0,12.834683971615659
219900,4,1.5,1120,5427,1.0,0,0,3,6,1120,0,98042,47.3628,-122.087,1150,5304,2014,5,45,1,12.300932724054114
169000,3,1.5,1470,18459,2.0,0,0,4,6,1470,0,98023,47.3302,-122.36,1750,16074,2014,8,98,0,12.037659911047468
212000,3,1.5,1060,9225,1.0,0,0,4,7,1060,0,98003,47.3217,-122.318,1270,9375,2014,8,59,0,12.264346270624157
210000,2,1.0,1520,4700,2.0,0,0,4,7,1520,0,98092,47.3187,-122.182,1140,3906,2015,4,37,0,12.25486757159303
505000,3,1.0,1380,4000,1.5,0,0,3,7,1380,0,98112,47.6261,-122.296,1690,4000,2015,3,105,0,13.132315688453556
407000,3,2.25,1430,1448,3.0,0,0,3,8,1430,0,98103,47.6916,-122.341,1430,1383,2014,9,9,0,12.91657092142417
730000,4,3.5,4420,7902,2.0,0,0,3,10,3350,1070,98065,47.5327,-121.86,3440,7851,2014,10,10,0,13.500801182986649
1234580,5,3.25,3240,6551,1.5,0,4,4,9,2500,740,98115,47.6792,-122.273,2740,9300,2014,6,75,0,14.026242199223642
326000,6,1.5,1930,8400,1.0,0,0,3,7,1030,900,98146,47.4869,-122.34,1780,9520,2015,1,44,0,12.694655727828803
1180000,5,2.25,3270,16553,2.0,0,2,5,9,2470,800,98040,47.5428,-122.236,3690,17916,2014,9,46,0,13.981025843899115
330000,2,1.0,720,7250,1.0,0,0,3,5,720,0,98027,47.5267,-122.032,1760,7250,2014,9,71,0,12.706850963741102
407450,4,1.5,2310,68824,2.0,0,0,4,7,2310,0,98010,47.3354,-122.031,2020,39900,2014,6,46,0,12.917675959034224
440000,3,2.75,2070,9697,2.0,0,0,4,7,1330,740,98188,47.4327,-122.283,2000,14436,2014,7,85,0,12.994532278619134
265500,3,2.5,1450,8977,1.0,0,0,3,8,1450,0,98092,47.2576,-122.214,2410,8850,2015,4,25,0,12.48937388613538
631000,4,4.0,2630,59586,1.0,0,0,3,7,1470,1160,98055,47.4496,-122.209,2230,5715,2015,2,52,0,13.355062726308148
372500,4,2.25,1920,9660,1.0,0,0,4,8,1920,0,98058,47.4544,-122.143,1890,7800,2014,8,46,0,12.827995001361906
775900,3,2.5,2700,5764,2.0,0,0,3,9,2700,0,98075,47.5618,-122.027,3270,14700,2015,4,1,0,13.56178021370709
472000,3,2.5,3800,104979,2.0,0,0,3,8,3210,590,98045,47.4304,-121.841,2040,109771,2014,7,9,0,13.064736383209516
276000,3,1.0,1140,5000,1.0,0,0,3,7,1140,0,98106,47.5535,-122.362,1140,5000,2014,5,54,0,12.52815976788113
521000,3,2.0,1840,6000,1.0,0,0,4,6,1840,0,98136,47.5508,-122.392,2010,6000,2014,10,106,1,13.163507240119458
965800,4,1.75,2500,8725,1.0,0,0,4,8,1500,1000,98004,47.6304,-122.205,1900,8998,2015,4,49,0,13.780713087832101
540000,3,1.5,2600,5085,1.0,0,0,4,7,1400,1200,98126,47.5659,-122.376,1320,4000,2014,5,74,0,13.199326270390594
990000,3,3.25,2460,4182,2.0,0,0,5,8,2100,360,98115,47.6782,-122.311,2370,4284,2015,4,105,0,13.805461232211272
592500,4,2.5,3370,35150,1.0,0,0,5,8,1770,1600,98027,47.461,-122.002,2920,41241,2014,8,21,0,13.292107839753712
268000,2,1.0,1380,5000,1.0,0,0,3,7,870,510,98108,47.5339,-122.293,1450,5000,2014,6,71,0,12.498745990829315
570000,3,1.0,1030,4089,1.5,0,0,3,7,1030,0,98116,47.574,-122.385,1440,4917,2015,5,88,0,13.25339339419516
505000,2,2.5,1430,1201,3.0,0,0,3,8,1430,0,98107,47.6707,-122.381,1430,1249,2014,10,5,0,13.132315688453556
515000,4,2.5,1850,9248,2.0,0,0,3,8,1850,0,98028,47.735,-122.244,2080,8711,2015,4,18,0,13.151924121391561
485000,5,1.75,2460,14100,1.0,0,0,3,7,1380,1080,98028,47.7452,-122.224,2028,11078,2014,8,42,0,13.091906231773164
649950,3,2.75,1670,1350,3.0,0,0,3,9,1350,320,98116,47.5764,-122.408,1520,4800,2014,9,0,0,13.384652254414872
539000,3,2.0,2260,9568,1.0,0,0,3,8,1780,480,98074,47.6457,-122.058,2250,9744,2014,6,29,0,13.197472705176983
272000,4,2.5,1870,5692,2.0,0,0,3,7,1870,0,98058,47.4334,-122.148,2390,5293,2014,11,10,0,12.513561021741964
525000,3,2.5,2320,9610,1.0,0,0,3,9,1730,590,98011,47.7394,-122.204,2450,9608,2015,2,25,0,13.171155446333852
405000,2,1.5,1170,1274,3.0,0,0,3,8,1170,0,98107,47.6719,-122.381,1290,1308,2014,10,13,0,12.91164481522143
438000,2,1.0,1630,9255,1.0,0,0,3,7,1630,0,98133,47.7222,-122.332,1800,8000,2015,4,74,0,12.989976472461
960000,4,3.0,4590,9150,2.0,0,0,3,10,3490,1100,98177,47.7234,-122.372,2910,12348,2014,6,33,0,13.774689605110144
235000,3,1.0,1310,9529,1.0,0,0,3,7,1310,0,98198,47.4105,-122.295,1330,9529,2015,3,59,0,12.367345048436391
559000,2,1.0,1240,6400,1.0,0,1,4,7,1060,180,98126,47.5493,-122.377,1240,6400,2014,6,76,0,13.233906541044401
540000,3,2.5,2600,23361,1.5,1,4,3,8,2150,450,98146,47.4997,-122.379,1700,14700,2015,3,103,0,13.199326270390594
560000,4,1.5,1810,3400,2.0,0,0,3,8,1810,0,98112,47.6264,-122.302,1770,3600,2014,12,88,0,13.235693848424024
409000,4,3.25,3140,10752,2.0,0,0,3,7,2300,840,98146,47.5022,-122.363,1300,9920,2014,10,22,0,12.921472880009725
253500,3,1.5,1440,12040,1.0,0,0,4,7,1440,0,98042,47.3715,-122.16,1720,12040,2015,4,56,0,12.44312304677877
419000,4,2.25,1880,9727,1.0,0,0,3,7,1100,780,98028,47.7731,-122.257,1790,10274,2015,4,36,0,12.945628585536271
791000,5,1.75,2344,4800,1.5,0,0,4,7,1544,800,98103,47.6537,-122.335,1770,4200,2015,3,94,0,13.581054510971494
1101000,3,1.5,2220,4830,2.0,0,3,3,9,1790,430,98116,47.5825,-122.4,1670,4830,2015,3,87,1,13.911730323969618
795000,4,3.5,3200,3250,2.0,0,0,3,9,2670,530,98029,47.5515,-122.0,3400,3663,2014,6,7,0,13.586098651497313
649950,6,2.0,1900,8240,1.0,0,0,2,7,1200,700,98125,47.7037,-122.296,1900,8240,2015,3,51,0,13.384652254414872
480500,4,2.5,2180,11200,1.0,0,0,4,8,2180,0,98072,47.7476,-122.086,1790,11200,2014,5,46,0,13.082584588555772
